Episode;AvgDrag;AvgLift
1;0.1587954171771078;0.04261195748076098
2;0.1570574493069307;-0.004777618809805941
3;0.15579540673267325;-0.005784026376980199
4;0.15344977782178218;-0.004636448694158415
5;0.15089591099009902;-0.006155369413207921
6;0.14855827574257427;0.00032557136469307
7;0.14742530594059408;-0.004545509045275248
8;0.1470476593069307;-0.00033827965466336673
9;0.14640738336633663;-0.0027625487813267326
10;0.14605179188118808;-0.008086769611930694
